#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
592	NM_001171532	GL172999	-	1001310	1006404	1001371	1006378	10	1001310,1001699,1002284,1002705,1003481,1003772,1004108,1004501,1004799,1006363,	1001512,1001820,1002368,1002862,1003611,1003897,1004247,1004608,1004971,1006404,	0	rpl4	cmpl	cmpl	0,2,2,1,0,1,0,1,0,0,
592	NM_001079367	GL172999	+	937276	957133	939122	956667	17	937276,939012,941046,941687,942364,942628,946276,946550,947236,947985,949558,949789,950492,951406,952676,956076,956364,	937545,939166,941175,941823,942541,942707,946453,946720,947398,948230,949651,950317,950647,951573,952822,956251,957133,	0	dis3l	cmpl	cmpl	-1,0,2,2,0,0,1,1,0,0,2,2,2,1,0,2,0,
594	NM_001008436	GL172999	+	1179806	1180303	1180095	1180303	1	1179806,	1180303,	0	smad3	cmpl	incmpl	0,
73	NM_001083347	GL173000	-	493760	622803	504852	578281	11	493760,504852,550113,554802,571770,575556,578198,583282,583901,593983,622724,	494573,504974,550256,554964,571867,575646,578351,583373,584001,594125,622803,	0	suclg2	incmpl	cmpl	-1,0,1,1,0,0,0,-1,-1,-1,-1,
585	NM_001004820	GL173000	+	25598	85283	26553	84879	10	25598,26553,27182,34190,35427,70891,77723,82773,83929,84773,	25643,26711,27289,34295,35475,70936,77793,82838,84003,85283,	0	slc25a26	incmpl	cmpl	-1,2,1,0,0,0,0,1,0,2,
593	NM_001016908	GL173001	+	1106635	1117132	1106691	1115215	9	1106635,1109997,1110196,1110995,1112615,1113680,1113912,1114331,1115107,	1106721,1110099,1110386,1111060,1112691,1113814,1114221,1114421,1117132,	0	gtf2a1	cmpl	cmpl	0,0,0,1,0,1,0,0,0,
585	NM_001171675	GL173002	+	55672	69807	55770	68062	3	55672,67898,68930,	55837,68072,69807,	0	apln	cmpl	cmpl	0,1,-1,
592	NM_001102970	GL173002	+	1008257	1039407	1008574	1038216	14	1008257,1031220,1032242,1033595,1033855,1034035,1034501,1034815,1035733,1036124,1036409,1036616,1038120,1038944,	1008751,1031372,1032285,1033640,1033953,1034133,1034615,1034883,1035842,1036200,1036479,1036749,1038216,1039407,	0	slc47a2	cmpl	incmpl	0,0,2,0,0,2,1,1,0,1,2,0,1,-1,
592	NM_001126936	GL173002	-	948167	968998	948393	968998	14	948167,948226,948381,949313,949906,950147,951240,951816,952006,952305,968281,968471,968707,968919,	948212,948369,948538,949408,950025,950294,951352,951924,952227,952427,968385,968570,968805,968998,	0	ndor1	cmpl	incmpl	-1,-1,2,0,1,1,0,0,1,2,2,2,0,2,
592	NM_001126936	GL173002	-	958416	958659	958416	958552	1	958416,	958659,	0	ndor1	incmpl	cmpl	0,
592	NM_001011060	GL173002	+	959028	973934	973545	973790	2	959028,973545,	959129,973934,	0	tmem203	incmpl	cmpl	-1,1,
592	NM_001126936	GL173002	-	960533	962578	960850	962578	5	960533,960673,961767,962189,962430,	960591,960995,961862,962308,962578,	0	ndor1	cmpl	incmpl	-1,2,0,1,0,
592	NM_001016957	GL173002	-	1016852	1018565	1017043	1018540	3	1016852,1017246,1018488,	1017142,1017446,1018565,	0	ssna1	cmpl	cmpl	0,1,0,
592	NM_001102970	GL173002	+	1010305	1016197	1010305	1015576	2	1010305,1015377,	1010415,1016197,	0	slc47a2	incmpl	cmpl	2,2,
593	NM_001142116	GL173002	+	1132307	1143043	1132370	1142399	7	1132307,1137920,1138558,1139642,1139860,1141051,1142237,	1132662,1138111,1138737,1139768,1139982,1141199,1143043,	0	LOC100216141	cmpl	cmpl	0,2,1,0,0,2,0,
593	NM_001079125	GL173002	-	1084697	1117263	1085413	1116600	20	1084697,1089941,1093835,1095105,1095417,1097046,1097891,1098349,1098652,1098891,1099520,1100430,1101033,1101217,1103137,1104108,1106101,1110787,1112421,1116342,	1085419,1090052,1093981,1095215,1095579,1097204,1098040,1098462,1098771,1099056,1099648,1100566,1101117,1101362,1103312,1104230,1106202,1110964,1112556,1117263,	0	grin1	cmpl	cmpl	0,0,1,2,2,0,1,2,0,0,1,0,0,2,1,2,0,0,0,0,
9	NM_001102940	GL173003	+	995096	1161817	996101	1161345	18	995096,995944,1024416,1040360,1052207,1065505,1124044,1126467,1135645,1138095,1139937,1140371,1142531,1146779,1151311,1153895,1161000,1161162,	995232,996179,1024467,1040464,1052247,1065585,1124108,1126571,1135691,1138171,1139991,1140433,1142579,1146908,1151414,1153953,1161074,1161817,	0	cpne5	cmpl	cmpl	-1,0,0,0,2,0,2,0,1,2,0,0,2,2,2,0,1,0,
73	NM_001097244	GL173003	+	905173	967156	905269	966211	19	905173,916640,917828,918559,919560,921469,923442,924799,926271,934719,935274,940610,941636,945230,945988,948077,948558,960681,966030,	905359,916789,917937,918635,919618,921592,923516,924870,926346,934786,935360,940687,941673,945304,946047,948216,948738,960837,967156,	0	mtmr14	cmpl	cmpl	0,0,2,0,1,2,2,1,0,0,1,0,2,0,2,1,2,2,2,
588	NM_001127071	GL173003	+	429362	457473	450151	456969	5	429362,438336,450125,451243,456207,	429434,438413,450466,451408,457473,	0	ccdc51	cmpl	cmpl	-1,-1,0,0,0,
588	NM_001016374	GL173003	-	464512	470272	464827	470266	4	464512,466165,467406,470250,	464862,466253,467462,470272,	0	ccdc72	cmpl	cmpl	1,0,1,0,
590	NM_001126532	GL173003	+	688812	699787	689001	699371	12	688812,689082,691407,692912,693916,694336,694745,695361,697078,697563,697715,699186,	689004,689170,691516,693000,694004,694443,694908,695456,697186,697633,697808,699787,	0	LOC100144966	cmpl	cmpl	0,0,1,2,0,1,0,1,0,0,1,1,
591	NM_001102981	GL173003	-	809760	878078	810133	877642	4	809760,816683,817683,877236,	810142,816700,817920,878078,	0	lhfpl4	cmpl	cmpl	0,1,1,0,
586	NM_001113851	GL173004	+	240462	248146	240778	247569	6	240462,244292,244650,245413,247083,247453,	240848,244372,244804,245481,247186,248146,	0	tex261	cmpl	cmpl	0,1,0,1,0,1,
586	NM_001171530	GL173004	+	143843	143923	143843	143883	1	143843,	143923,	0	LOC100327248	incmpl	cmpl	2,
586	NM_001001902	GL173004	+	134539	143923	140787	142573	5	134539,140776,141941,142516,143368,	134707,140928,142118,143358,143923,	0	paip2b	cmpl	cmpl	-1,0,0,0,-1,
587	NM_001114262	GL173004	-	281970	327841	282133	327819	14	281970,283263,284234,284577,284910,286087,287293,288530,289233,290400,296404,312287,316426,327755,	282297,283393,284339,284660,285061,286211,287391,288632,289373,290478,296498,312386,316482,327841,	0	atp6v1b1	cmpl	cmpl	1,0,0,1,0,2,0,0,1,1,0,0,1,0,
589	NM_001079187	GL173004	+	635070	653733	635070	649241	5	635070,642748,646814,647963,648848,	635298,643024,646970,648245,653733,	0	cyp26b1	incmpl	cmpl	0,0,0,0,0,
73	NM_001102804	GL173005	-	388267	397070	388329	396926	5	388267,390657,392036,394433,396816,	388542,390768,392117,394753,397070,	0	LOC100124839	cmpl	cmpl	0,0,0,2,0,
73	NM_001110047	GL173005	+	116899	203233	131811	182797	8	116899,131759,148831,154041,160431,167167,182221,201580,	117257,131943,148945,154179,160635,167354,183073,203233,	0	prickle2	cmpl	cmpl	-1,0,0,0,0,0,1,-1,
73	NM_001102712	GL173005	+	750023	1033589	750259	1032883	30	750023,809656,812979,841437,852240,854336,872093,874577,876969,888260,891669,895182,906366,907077,915697,915900,916357,919813,943195,943437,950343,953930,963316,968037,974507,984087,986963,994454,1023391,1032703,	750598,809770,813312,841518,852477,854458,872205,874717,877036,888369,891882,895194,906503,907265,915799,915964,916481,919831,943303,943443,950502,954072,963454,968193,974655,984162,987047,994562,1023496,1033589,	0	cadps	cmpl	cmpl	0,0,0,0,0,0,2,0,2,0,1,1,1,0,2,2,0,1,1,1,1,1,2,2,2,0,0,0,0,0,
587	NM_001113030	GL173005	-	275068	339091	275386	338175	12	275068,286204,287706,288187,291675,292945,296573,301136,310765,337767,337958,339032,	275404,287165,287828,288386,291941,293028,296836,301389,310870,337830,338183,339091,	0	atxn7	cmpl	cmpl	0,2,0,2,0,1,2,1,1,1,0,-1,
587	NM_001045661	GL173005	+	281025	281671	281335	281671	1	281025,	281671,	0	ankrd13c	cmpl	incmpl	0,
587	NM_203933	GL173005	+	262836	266706	262896	266439	8	262836,263476,263945,264237,265066,265789,266175,266342,	263041,263682,264091,264457,265175,265958,266253,266706,	0	psmd6	cmpl	cmpl	0,1,0,2,0,1,2,2,
587	NM_203772	GL173005	+	378738	387667	378774	387420	7	378738,380405,382369,383364,384637,385504,387361,	378793,380523,382491,383451,384695,385571,387667,	0	thoc7	cmpl	cmpl	0,1,2,1,1,2,1,
588	NM_001079221	GL173005	-	450313	506319	451465	506253	4	450313,473446,484163,506229,	451748,473646,484288,506319,	0	synpr	cmpl	cmpl	2,2,0,0,
593	NM_001016305	GL173005	+	1061704	1066026	1062150	1065650	6	1061704,1062028,1064380,1064674,1065393,1066003,	1061844,1062933,1064515,1064807,1065994,1066026,	0	fezf2	cmpl	cmpl	-1,0,0,0,1,-1,
589	NM_001126932	GL173006	-	602952	624102	603630	623871	3	602952,605317,623217,	603962,605621,624102,	0	c3orf58	cmpl	cmpl	1,0,0,
593	NM_001017162	GL173006	-	1076836	1079166	1077654	1078923	2	1076836,1077218,	1077016,1079166,	0	chst2	cmpl	cmpl	-1,0,
593	NM_001142212	GL173006	-	1111660	1148735	1111827	1148724	26	1111660,1112993,1114475,1116150,1116647,1117358,1121111,1122214,1122730,1123210,1124442,1125883,1128072,1130798,1131545,1133379,1134562,1137393,1139361,1139527,1140723,1142836,1143544,1143774,1144604,1148679,	1111966,1113170,1114594,1116261,1116807,1117425,1121207,1122371,1122850,1123298,1124522,1126046,1128236,1130865,1131650,1133423,1134774,1137559,1139444,1139563,1140818,1142904,1143675,1143889,1144709,1148735,	0	u2surp	cmpl	cmpl	2,2,0,0,2,1,1,0,0,2,0,2,0,2,2,0,1,0,1,1,2,0,1,0,0,0,
587	NM_001006839	GL173007	+	361359	372477	361420	372212	13	361359,362082,362453,363556,364981,365159,365345,365871,368480,369529,371236,371994,372125,	361484,362243,362543,363617,365072,365232,365436,365969,368557,369618,371295,372048,372477,	0	drg2	cmpl	cmpl	0,1,0,0,1,2,0,1,0,2,1,0,0,
587	NM_001016899	GL173007	+	377280	388491	379963	388234	9	377280,379924,380464,380649,382207,382946,384069,385074,388134,	377468,380018,380559,380772,382359,383063,384130,385151,388491,	0	zfand2a	cmpl	cmpl	-1,0,1,0,0,2,2,0,2,
589	NM_203683	GL173007	-	560177	566390	560706	564769	8	560177,561534,562086,562791,563588,564272,564651,566304,	560816,561655,562203,562938,563666,564394,564784,566390,	0	nsmce1	cmpl	cmpl	1,0,0,0,0,1,0,-1,
590	NM_001017294	GL173007	+	707049	740801	707054	739926	7	707049,722537,724336,726664,729872,739896,740715,	707252,722646,724428,726760,729998,740654,740801,	0	kctd5	cmpl	cmpl	0,0,1,0,0,0,-1,
590	NM_001016408	GL173007	+	767637	773996	767646	773103	6	767637,767877,769025,771578,771779,773039,	767712,767961,769098,771688,771859,773996,	0	ube2i	cmpl	cmpl	0,0,0,1,0,2,
592	NM_001017135	GL173007	-	984402	989146	984985	987988	7	984402,985708,986195,986942,987485,987867,989105,	985160,985772,986369,987136,987699,988023,989146,	0	c16orf42	cmpl	cmpl	2,1,1,2,1,0,-1,
592	NM_001011369	GL173007	+	989428	998455	990189	997463	11	989428,990166,991140,991851,992023,992401,993631,994566,995356,996615,997356,	989497,990221,991208,991906,992107,992495,993746,994649,995485,996694,998455,	0	gnptg	cmpl	cmpl	-1,0,2,1,2,2,0,1,0,0,1,
593	NM_001103054	GL173007	+	1090973	1093635	1091499	1092501	1	1090973,	1093635,	0	gpr146	cmpl	cmpl	0,
593	NM_001114253	GL173007	+	1140356	1149958	1148684	1149770	2	1140356,1148444,	1140391,1149958,	0	gper	cmpl	cmpl	-1,0,
73	NM_001011336	GL173008	+	771677	806119	778372	805426	8	771677,778366,786312,788485,789507,793592,794999,805252,	771737,778429,786378,788548,789672,793684,795188,806119,	0	rbks	cmpl	cmpl	-1,0,1,1,1,1,0,0,
73	NM_001005716	GL173008	-	654071	768278	654353	768233	10	654071,669313,687140,692061,715096,751557,753840,760133,767835,768105,	654417,669467,687227,692163,715206,751632,754035,760228,767912,768278,	0	bre	cmpl	cmpl	2,1,1,2,0,0,0,1,2,0,
588	NM_001011467	GL173008	-	420898	455462	421059	455456	7	420898,422332,423636,427158,430228,436911,455404,	421164,422467,423788,427230,430333,437045,455462,	0	ppp1cb	cmpl	cmpl	0,0,1,1,1,1,0,
588	NM_001112964	GL173008	-	402491	413377	402593	410804	7	402491,405385,406872,409043,409926,410575,413356,	402676,405686,407044,409129,409985,410818,413377,	0	spdya	cmpl	cmpl	1,0,2,0,1,0,-1,
590	NM_001005716	GL173008	-	682988	684339	682988	684339	2	682988,684239,	683060,684339,	0	bre	incmpl	incmpl	0,2,
591	NM_001126588	GL173008	+	837348	884309	837461	884249	3	837348,875342,884120,	837530,875399,884309,	0	LOC100145049	cmpl	cmpl	0,0,0,
592	NM_203690	GL173008	+	926765	935518	927591	935379	5	926765,927470,928899,929853,935116,	926782,928004,929224,930091,935518,	0	supt7l	cmpl	cmpl	-1,0,2,0,1,
9	NM_001113061	GL173009	+	1005712	1077848	1005723	1075955	8	1005712,1039728,1063800,1066204,1070229,1071373,1072306,1075889,	1005792,1039840,1063898,1066279,1070325,1071454,1072390,1077848,	0	tspan2	cmpl	cmpl	0,0,1,0,0,0,0,0,
585	NM_001123475	GL173009	+	5444	98289	5444	94649	29	5444,30078,31496,32214,36037,38410,40321,43277,44425,53002,55962,59812,67425,70070,70811,71442,71741,73057,74905,83686,84590,85243,85626,89274,91717,92422,92719,93201,94553,	5581,30179,31620,32371,36134,38525,40522,43374,44616,53154,56080,59949,67593,70164,71051,71586,71976,73200,75174,83753,84737,85403,85730,89374,91908,92592,92932,93352,98289,	0	plxna2	incmpl	cmpl	1,0,2,0,1,2,0,0,1,0,2,0,2,2,0,0,0,1,0,2,0,0,1,0,1,0,2,2,0,
587	NM_001113854	GL173009	-	292496	296954	292539	295086	5	292496,293412,294485,294963,296917,	292613,293502,294534,295087,296954,	0	LOC100135138	cmpl	cmpl	1,1,0,0,-1,
591	NM_001129924	GL173009	+	793404	854539	853703	854399	2	793404,853691,	793455,854539,	0	ngf	cmpl	cmpl	-1,0,
586	NM_001126825	GL173010	-	137911	139971	139260	139941	1	137911,	139971,	0	cldn8.2	cmpl	cmpl	0,
588	NM_001030478	GL173010	-	468609	524244	502275	524013	20	468609,492013,493665,495015,497994,498240,501649,502198,502723,504016,504332,505209,507680,508189,508481,510378,511199,511478,512204,523983,	471750,492193,493752,495361,498140,498397,501763,502298,502914,504096,504497,505333,507796,508336,508627,510514,511361,511523,512288,524244,	0	scaf4	cmpl	cmpl	-1,-1,-1,-1,-1,-1,-1,1,2,0,0,2,0,0,1,0,0,0,0,0,
588	NM_001016252	GL173010	+	461157	465166	461173	465034	5	461157,463584,463836,464418,464926,	461242,463678,463906,464533,465166,	0	sod1	cmpl	cmpl	0,0,1,2,0,
589	NM_001127077	GL173010	+	564113	599351	564604	598735	10	564113,581739,585343,586396,589574,590489,593899,594951,595955,598055,	564844,582032,585399,586532,589702,590619,594068,595035,596133,599351,	0	hunk	cmpl	cmpl	0,0,2,1,2,1,2,0,0,1,
590	NM_001137615	GL173010	-	719015	764508	719707	764448	39	719015,720311,721575,722545,723347,723823,724054,724586,730907,732904,733126,734821,734962,735684,736782,737655,738069,738748,739676,740226,740982,741894,742174,742816,743862,744150,745140,746148,746494,748543,748909,750212,750710,751217,752079,752946,760915,762405,764312,	719925,720935,721817,722743,723457,723967,724161,724698,731068,733007,733295,734885,735073,735881,736841,737842,738271,739586,739856,740445,741182,742065,742313,742933,743973,744263,745263,746302,746668,748681,749105,750343,750836,751303,752176,753079,761067,762545,764508,	0	urb1	cmpl	cmpl	1,1,2,2,0,0,1,0,1,0,2,1,1,2,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,1,0,2,0,1,0,
592	NM_001126892	GL173010	-	960953	975988	961766	971674	12	960953,963097,965347,966041,966629,967804,968776,969185,969757,971582,973412,975761,	961884,963252,965494,966108,966706,967926,968921,969385,969873,971685,973553,975988,	0	gcfc1	cmpl	cmpl	2,0,0,2,0,1,0,1,2,0,-1,-1,
592	NM_001004889	GL173010	-	991047	999178	991265	991889	2	991047,999033,	991965,999178,	0	c21orf62	cmpl	cmpl	0,-1,
73	NM_001030389	GL173011	+	785261	798484	790656	797232	8	785261,789750,790545,792785,794608,795244,796450,797001,	785305,789927,790750,792896,794758,795637,796569,798484,	0	irf6.2	cmpl	cmpl	-1,-1,0,1,1,1,1,0,
585	NM_001130277	GL173011	+	53412	128247	53791	124962	28	53412,53780,80164,80874,86783,88854,89513,93203,99464,100162,100415,103191,103317,110292,110934,113852,114048,115854,117122,118011,121749,123157,123452,124352,124658,124869,126895,127347,	53438,53921,80307,80952,86895,88961,89555,93274,99492,100272,100516,103206,103494,110400,111225,113930,114120,115938,117203,118146,121884,123188,123564,124436,124760,124971,127337,128247,	0	snap91	cmpl	cmpl	-1,0,1,0,0,1,0,0,2,0,2,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,-1,-1,
588	NM_001112978	GL173011	-	415136	417169	415240	417135	2	415136,416937,	415909,417169,	0	rwdd2a	cmpl	cmpl	0,0,
588	NM_001127944	GL173011	+	434144	447721	436662	447357	13	434144,436661,436948,437447,438672,439580,440249,440621,442009,442648,443797,446867,447270,	434172,436863,437133,437515,438806,439776,440407,440705,442108,442765,443920,447041,447721,	0	pgm3	cmpl	cmpl	-1,0,0,2,1,0,1,0,0,0,0,0,0,
588	NM_001142201	GL173011	-	457282	462453	457453	462445	3	457282,459373,462309,	457753,459471,462453,	0	ndufaf4	cmpl	cmpl	0,1,0,
588	NM_001127032	GL173011	+	500549	514969	500552	514969	17	500549,502008,502580,503557,505399,505809,507732,508326,509481,509655,510330,510995,511359,512088,512472,513892,514839,	501928,502120,502763,503683,505534,505865,507837,508394,509577,509765,510480,511057,511512,512225,512528,514057,514969,	0	dopey1	cmpl	incmpl	0,2,0,0,0,0,2,2,0,0,2,2,1,1,0,2,2,
588	NM_001016700	GL173011	+	463948	476060	474573	475973	4	463948,474520,474965,475939,	463973,474711,475147,476060,	0	LOC549454	cmpl	cmpl	-1,0,0,2,
590	NM_001030322	GL173011	-	760012	772977	761010	770353	8	760012,762680,764198,765333,767704,769689,770179,772963,	761241,762799,764591,765483,767815,769894,770356,772977,	0	irf6	cmpl	cmpl	0,1,1,1,1,0,0,-1,
73	NM_001045783	GL173012	+	388701	404720	388868	402035	7	388701,397268,397957,399790,400616,401770,401949,	388922,397418,398080,399953,400774,401837,404720,	0	anp32e	cmpl	cmpl	0,0,0,0,1,0,1,
585	NM_001079019	GL173012	+	28073	81333	28073	78640	6	28073,55500,63879,68518,77624,78539,	28309,55626,64014,68639,77776,81333,	0	opcml	incmpl	cmpl	2,1,1,1,2,1,
588	NM_001079036	GL173012	-	480768	519369	481575	519341	14	480768,486955,491519,493008,494509,496165,496637,497002,497783,498272,499602,500272,516916,519248,	481663,487090,491628,493167,494677,496279,496772,497113,497921,498341,499682,500333,517051,519369,	0	vps45	cmpl	cmpl	2,2,0,0,0,0,0,0,0,0,1,0,0,0,
590	NM_203785	GL173012	+	669924	676027	669924	675718	5	669924,671091,673339,674412,675545,	670054,671628,673501,674544,676027,	0	sf3b4	incmpl	cmpl	0,1,1,1,1,
593	NM_001112971	GL173012	-	1071338	1096547	1072194	1092628	10	1071338,1071733,1073572,1078006,1080481,1081788,1090737,1092508,1094748,1096518,	1071644,1072281,1073683,1078080,1080538,1081857,1090867,1092665,1094870,1096547,	0	polr3gl	cmpl	cmpl	-1,0,0,1,1,1,0,0,-1,-1,
73	NM_203874	GL173013	-	507723	548130	508581	521858	10	507723,509863,511597,512181,512826,514483,515358,521253,521756,548007,	508701,509923,511705,512340,513000,514579,515472,521325,521867,548130,	0	nfyc	cmpl	cmpl	0,0,0,0,0,0,0,0,0,-1,
73	NM_001044490	GL173013	-	130881	133266	132201	133125	1	130881,	133266,	0	junb	cmpl	cmpl	0,
585	NM_203670	GL173013	+	106566	111318	106604	111177	6	106566,107724,108013,110363,110565,111091,	106635,107820,108167,110486,110696,111318,	0	prdx2	cmpl	cmpl	0,1,1,2,2,1,
585	NM_203815	GL173013	-	84102	97744	84408	97740	8	84102,86707,93367,93663,94738,96425,97365,97613,	84550,86831,93455,93801,94826,96552,97437,97744,	0	rnaseh2a	cmpl	cmpl	2,1,0,0,2,1,1,0,
586	NM_001126585	GL173013	+	203962	210720	204177	210206	3	203962,209533,210098,	204720,209614,210720,	0	c19orf43	cmpl	cmpl	0,0,0,
586	NM_001006832	GL173013	-	210874	215347	212395	215196	3	210874,213206,215097,	212567,213376,215347,	0	rnf11.2	cmpl	cmpl	2,0,0,
586	NM_001126938	GL173013	+	244564	250783	244564	250047	9	244564,245303,245539,245755,245948,246127,246866,247949,249972,	244645,245443,245668,245868,246040,246288,246958,248001,250783,	0	fbxw9	incmpl	cmpl	1,1,0,0,2,1,2,2,0,
586	NM_001078873	GL173013	-	196492	203484	197611	203451	13	196492,196972,197127,197305,198407,198457,198555,198578,198846,199365,201050,202207,203308,	196940,197116,197272,197745,198456,198554,198577,198605,198954,199516,201199,202355,203484,	0	asna1	cmpl	cmpl	-1,-1,-1,1,0,1,0,0,0,2,0,2,0,
586	NM_203643	GL173013	-	180983	191664	181285	184977	10	180983,181817,182079,182324,183511,183679,184510,184878,191484,191581,	181715,181972,182160,182477,183589,183834,184744,184977,191505,191664,	0	best2	cmpl	incmpl	2,0,0,0,0,1,1,1,-1,-1,
587	NM_001097192	GL173013	-	330758	380390	334344	380228	32	330758,335494,337910,339412,340754,341899,342246,342602,344325,345878,346297,346504,346800,346941,347435,347626,349657,350545,353612,354598,355368,355646,358015,359111,361026,361175,363114,363517,364781,365725,376771,380156,	334541,335572,338099,339467,340901,341932,342291,342638,344397,345932,346351,346558,346845,346995,347489,347680,349711,350599,353666,354652,355422,355703,358063,359165,361080,361199,363150,363571,364844,365758,376846,380390,	0	col9a2	cmpl	cmpl	1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
588	NM_001079456	GL173013	-	407446	474252	409189	473864	13	407446,409992,412972,413317,417061,422475,425967,426155,428864,429707,438570,441496,473589,	409408,410137,413104,413417,417279,422564,426063,426266,428990,429883,438697,441587,474252,	0	kcnq4	cmpl	cmpl	0,2,2,1,2,0,0,0,0,1,0,2,0,
